int	string	uint	uint	string
FUnique()				PKEY1
排行，按性能高到低排序	显卡名字	天梯分	天梯分	清洗后的显卡名
Index	gpu_name	g3d_mark	g2d_mark	gpu_detail_collected
429	Quadro P3000	6564	452	quadro p3000
430	Quadro T1000	6555	453	quadro t1000
431	T600	6504	746	t600
432	Ryzen 9 5900HS with Radeon Graphics	6366	564	ryzen 9 5900hs
433	GeForce GTX 1650 Ti with Max-Q Design	6364	333	geforce gtx 1650 ti with max-q design
434	Radeon Pro 570	6337	697	radeon pro 570
435	Radeon Pro 570	6337	697	radeonpro570
436	Quadro M4000M	6329	447	quadro m4000m
437	GeForce GTX 1050 Ti	6299	651	geforce gtx 1050 ti
438	GeForce GTX 1050 Ti	6299	651	geforce gtx 1050ti
439	GeForce GTX 1050 Ti	6299	651	geforcegtx1050ti
440	Radeon R9 280X	6264	691	radeon r9 280x
441	Radeon R9 280X	6264	691	asus r9 280x
442	Radeon R9 380	6245	671	radeon r9 380
443	Radeon R9 380	6245	671	asus r9 380
444	Radeon R9 380	6245	671	radeon r9 200 ~ r9 380
445	Radeon R9 380	6245	671	radeonr9380
446	Radeon R9 380X	6214	668	radeon r9 380x
447	Radeon R9 380X	6214	668	asus r9 380x
448	FirePro W9000	6138	720	firepro w9000
449	GeForce MX570	6052	443	geforce mx570
450	Radeon Pro WX Vega M GL	6049	777	radeon pro wx vega m gl
451	GeForce GTX 960	6026	675	geforce gtx 960
452	GeForce GTX 960	6026	675	geforcegtx960
453	GeForce MX570 A	6009	419	geforce mx570 a
454	GeForce GTX 1650 with Max-Q Design	5976	317	geforce gtx 1650 with max-q design
455	Radeon Pro 5300M	5954	627	radeon pro 5300m
456	Quadro K5200	5947	517	quadro k5200
457	GRID P100-16Q	5945	757	grid p100-16q
458	GeForce GTX 1050 Ti (Mobile)	5919	323	geforce gtx 1050 ti mobile
459	GeForce GTX 770	5868	553	geforce gtx 770
460	GeForce GTX 770	5868	553	geforcegtx770
461	Radeon PRO Ryzen 7 PRO 6850U	5848	872	radeon pro ryzen 7 pro 6850u
462	Ryzen 9 6900HS with Radeon Graphics	5827	745	ryzen 9 6900hs
463	A16	5797	56	a16
464	GeForce GTX 970M	5749	397	geforce gtx 970m
465	GeForce GTX 970M	5749	397	geforce gtx 970m clevo edition
466	GeForce GTX 970M	5749	397	geforcegtx970m
467	Radeon Pro WX 7130	5722	695	radeon pro wx 7130
468	Ryzen 9 PRO 6950H	5661	992	ryzen 9 pro 6950h
469	Radeon Ryzen 7 6800H	5653	881	radeon ryzen 7 6800h
470	Radeon R9 280	5621	672	radeon r9 280
471	Radeon R9 280	5621	672	asus r9 280
472	Radeon Ryzen 9 6900HX	5588	840	radeon ryzen 9 6900hx
473	GeForce GTX 690	5577	461	geforce gtx 690
474	NVIDIA A40-12Q	5573	198	a40-12q
475	Radeon HD 7990	5566	766	radeon hd 7990
476	Radeon HD 7990	5566	766	radeon hd 7900
477	Radeon Pro WX 5100	5564	804	radeon pro wx 5100
478	Radeon R9 285 / 380	5550	655	radeon r9 285 / 380
479	GeForce GTX 680	5543	524	geforce gtx 680
480	GeForce GTX 680	5543	524	geforcegtx680
481	Quadro M3000M	5530	397	quadro m3000m
482	GRID M60-8A	5523	380	grid m60-8a
483	P106-100	5473	296	p106-100
484	GeForce GTX 760 Ti OEM	5427	694	geforce gtx 760 ti oem
485	GeForce GTX 1050 Ti with Max-Q Design	5374	362	geforce gtx 1050 ti with max-q design
486	GeForce GTX 950	5352	650	geforce gtx 950
487	GeForce GTX 950	5352	650	geforcegtx950
488	Ryzen 7 6800HS Creator Edition	5345	840	ryzen 7 6800hs creator edition
489	FirePro S10000	5315	493	firepro s10000
490	GeForce GTX 670	5293	521	geforce gtx 670
491	GeForce GTX 670	5293	521	geforcegtx670
492	Radeon HD 7970 / R9 280X	5248	730	radeon hd 7970 / r9 280x
493	Radeon HD 7970 / R9 280X	5248	730	asus hd7970
494	Radeon HD 8990	5214	658	radeon hd 8990
495	FirePro W7100	5210	663	firepro w7100
496	GeForce GTX 1050 3GB	5174	691	geforce gtx 1050 3gb
497	Q12U-1	5164	600	q12u-1
498	Radeon R9 M295X	5150	832	radeon r9 m295x
499	Radeon R9 M295X	5150	832	radeonr9m295x
500	GeForce GTX 760 Ti	5145	547	geforce gtx 760 ti
501	Radeon R9 M395	5141	769	radeon r9 m395
502	Radeon Pro Vega 20	5117	544	radeon pro vega 20
503	Radeon Ryzen 7 PRO 6850HS	5068	881	radeon ryzen 7 pro 6850hs
504	Ryzen 9 PRO 6950HS with Radeon Graphics	5068	868	ryzen 9 pro 6950hs
505	FirePro S9000	5059	561	firepro s9000
506	GeForce GTX 1050	5058	470	geforce gtx 1050
507	GeForce GTX 1050	5058	470	geforcegtx1050
508	GeForce GTX 1050	5058	470	geforce gtx 1050 8g
509	EIZO Quadro MED-XN51LP	5048	952	eizo quadro med-xn51lp
510	RTX A500 Laptop GPU	5033	505	rtx a500 laptop
511	Ryzen 7 PRO 6850U with Radeon Graphics	4966	805	ryzen 7 pro 6850u
512	GeForce GTX 1630	4962	729	geforce gtx 1630
513	Quadro P2000 with Max-Q Design	4949	493	quadro p2000 with max-q design
514	Barco MXRT 7600	4944	442	barco mxrt 7600
515	Radeon R9 270X	4930	616	radeon r9 270x
516	Radeon R9 270X	4930	616	asus r9 270x
517	Radeon RX 5500M	4907	413	radeon rx 5500m
518	Radeon RX 5500M	4907	413	radeon rx 5500m~ radeon rx 5500
519	FirePro S9050	4901	369	firepro s9050
520	Ryzen 7 5800HS with Radeon Graphics	4839	479	ryzen 7 5800hs
521	Radeon Ryzen 7 7735HS	4836	913	radeon ryzen 7 7735hs
522	T550 Laptop GPU	4824	409	t550 laptop
523	Radeon Instinct MI25 MxGPU	4799	364	radeon instinct mi25 mx
524	Ryzen 7 6800H with Radeon Graphics	4796	782	ryzen 7 6800h
525	GRID RTX6000P-6Q	4777	192	grid rtx6000p-6q
526	Radeon R9 M395X	4775	762	radeon r9 m395x
527	GeForce GTX 760	4774	524	geforce gtx 760
528	GeForce GTX 760	4774	524	geforcegtx760
529	Radeon HD 7950 / R9 280	4765	691	radeon hd 7950 / r9 280
530	Radeon HD 7950 / R9 280	4765	691	asus hd7950
531	Radeon HD 7950 / R9 280	4765	691	radeon hd 7950
532	Radeon Sky 500	4736	551	radeon sky 500
533	Ryzen 7 PRO 6860Z with Radeon Graphics	4730	801	ryzen 7 pro 6860z
534	GRID P40-24Q	4728	653	grid p40-24q
535	Radeon R9 370	4722	781	radeon r9 370
536	Radeon R9 370	4722	781	radeon r9 370x
537	Radeon R9 370	4722	781	radeon r9 200 ~370
538	Radeon R9 370	4722	781	radeon r9 370 1024sp
539	Radeon R9 370	4722	781	radeon r9 370 ~radeon hd 8870
540	Radeon R9 370	4722	781	radeon r9 370x~370
541	Radeon R9 370	4722	781	radeonr9370
542	Radeon R9 370	4722	781	asus r9 370
543	Ryzen 7 6800U with Radeon Graphics	4709	776	ryzen 7 6800u
544	Radeon Pro Vega 16	4683	672	radeon pro vega 16
545	GeForce MX550	4674	421	geforce mx550
546	Radeon HD 7870	4656	594	radeon hd 7870
547	Radeon HD 7870	4656	594	asus hd7870
548	Radeon Ryzen 7 PRO 6850U	4611	769	radeon ryzen 7 pro 6850u
549	B8DKMDAP	4557	534	b8dkmdap
550	Radeon Pro 465	4538	562	radeon pro 465
551	GeForce GTX 580	4532	470	geforce gtx 580
552	GRID T4-8Q	4519	186	grid t4-8q
553	Radeon R7 370	4500	599	radeon r7 370
554	Radeon R7 370	4500	599	asus r7 370
555	Radeon R7 370	4500	599	radeonr7370
556	Radeon HD 7870 XT	4470	661	radeon hd 7870 xt
557	GeForce GTX 1050 (Mobile)	4462	292	geforce gtx 1050 mobile
558	GRID M60-1B	4457	483	grid m60-1b
559	P104-100	4450	114	p104-100
560	Citrix Indirect Display Adapter	4447	700	citrix indirect display
561	GRID P6-4Q	4429	586	grid p6-4q
562	Radeon Ryzen 7 4800H	4429	518	radeon ryzen 7 4800h
563	GRID P6-4Q	4429	586	grid p4-4q
564	Quadro P1000	4428	641	quadro p1000
565	Radeon Ryzen 7 6800U	4395	715	radeon ryzen 7 6800u
566	GeForce GTX 660 Ti	4374	454	geforce gtx 660 ti
567	GeForce GTX 660 Ti	4374	454	geforcegtx660ti
568	Quadro M2200	4367	397	quadro m2200
569	GRID GTX P40-6	4340	277	grid gtx p40-6
570	Tesla K20m	4331	205	tesla k20m
571	Quadro K4200	4325	510	quadro k4200
572	GRID M60-2Q	4316	339	grid m60-2q
573	GRID M60-2Q	4316	339	gridm60-2q
574	GRID M60-2Q	4316	339	gridp4-2q
575	Radeon R9 270	4306	567	radeon r9 270
576	Radeon R9 270	4306	567	radeon?r9 270
577	Radeon R9 270	4306	567	radeon r9 270 1024sp
578	Radeon R9 270	4306	567	radeonr9270
579	Radeon R9 270	4306	567	asus r9 270
580	GRID RTX6000P-4Q	4283	76	grid rtx6000p-4q
581	GeForce GTX 680MX	4271	730	geforce gtx 680mx
582	GeForce GTX 775M	4269	620	geforce gtx 775m
583	Radeon R9 270 / R7 370	4260	645	radeon r9 270 / r7 370
584	GRID M60-1Q	4251	211	grid m60-1q
585	GRID M60-1Q	4251	211	gridm60-1q
586	NVIDIA A40-4Q	4230	78	a40-4q
587	FirePro W7000	4222	558	firepro w7000
588	Ryzen 9 6900HX with Radeon Graphics	4209	801	ryzen 9 6900hx
589	Radeon RX 5300M	4198	371	radeon rx 5300m
590	FirePro S7000	4166	615	firepro s7000
591	GRID V100D-8Q	4156	518	grid v100d-8q
592	Radeon RX 460	4123	575	radeon rx 460
593	Radeon RX 460	4123	575	asus radeon rx 460
594	Radeon RX 460	4123	575	radeon rx 460 ~ radeon rx 560
595	Radeon RX 460	4123	575	radeon rx460
596	Radeon RX 460	4123	575	radeon rx460~radeon rx 560
597	Radeon RX 460	4123	575	radeonrx460
598	Radeon RX 460	4123	575	radeont rx 460
599	FirePro W8000	4096	464	firepro w8000
600	GeForce GTX 480	4076	434	geforce gtx 480
601	Radeon PRO Ryzen 5 PRO 6650U	4064	846	radeon pro ryzen 5 pro 6650u
602	Radeon HD 7800-serie	4029	708	radeon hd 7800-serie
603	GRID P40-2Q	4023	262	grid p40-2q
604	GRID P40-2Q	4023	262	grid p4-2q
605	GeForce GTX 660	3991	476	geforce gtx 660
606	GeForce GTX 660	3991	476	geforcegtx660
607	GRID RTX8000-4Q	3961	81	grid rtx8000-4q
608	Quadro K5000	3950	447	quadro k5000
609	Quadro M2000	3930	562	quadro m2000
610	GRID P6-2Q	3926	337	grid p6-2q
611	GRID P6-2Q	3926	337	grid p4-1q
612	Radeon Ryzen 5 6600HS Creator Edition	3925	842	radeon ryzen 5 6600hs creator edition
613	GeForce GTX 750 Ti	3905	503	geforce gtx 750 ti
614	GeForce GTX 750 Ti	3905	503	geforce gtx 750ti
615	GeForce GTX 750 Ti	3905	503	geforcegtx750ti
616	GeForce GTX 570	3899	471	geforce gtx 570
617	GRID M60-8Q	3884	618	grid m60-8q
618	Intel Arc A380	3883	460	intel arc a380
619	Radeon HD 8970M	3876	807	radeon hd 8970m
620	GRID RTX8000P-2Q	3843	84	grid rtx8000p-2q
621	GeForce GTX 1050 with Max-Q Design	3842	293	geforce gtx 1050 with max-q design
622	GeForce GTX 1050 with Max-Q Design	3842	293	geforcegtx1050tiwithmax-qdesign
623	GeForce GTX 1050 with Max-Q Design	3842	293	geforcegtx1050withmax-qdesign
624	GRID P100-8Q	3841	481	grid p100-8q
625	Radeon HD 7850	3833	555	radeon hd 7850
626	Radeon HD 7850	3833	555	asus hd7850
627	Radeon HD 7850	3833	555	radeon hd 7800
628	Radeon HD 7850	3833	555	radeonhd7800
629	GRID M60-4Q	3831	278	grid m60-4q
630	GRID V100-2Q	3811	78	grid v100-2q
631	Radeon HD 7970M	3774	541	radeon hd 7970m
632	Radeon HD 7970M	3774	541	radeon hd 7970
633	GeForce GTX 780M	3759	395	geforce gtx 780m
634	GeForce GTX 780M	3759	395	geforce gtx780m
635	GeForce GTX 780M	3759	395	geforcegtx780m
636	Tesla K40c	3756	342	tesla k40c
637	GeForce GTX 965M	3755	330	geforce gtx 965m
638	GeForce GTX 965M	3755	330	geforcegtx965m
639	Barco MXRT 7500	3753	731	barco mxrt 7500
640	GeForce GTX 880M	3739	321	geforce gtx 880m
641	GeForce GTX 880M	3739	321	geforce gtx880m
642	GeForce GTX 880M	3739	321	geforcegtx880m
643	Ryzen 7 PRO 6850HS with Radeon Graphics	3736	758	ryzen 7 pro 6850hs
644	Radeon Pro WX 4100	3733	663	radeon pro wx 4100
645	Radeon Pro WX 4100	3733	663	radeon pro wx4100
646	Ryzen 5 PRO 6650H with Radeon Graphics	3727	845	ryzen 5 pro 6650h
647	GeForce MX450	3721	296	geforce mx450
648	Radeon Ryzen 5 PRO 6650U	3698	678	radeon ryzen 5 pro 6650u
649	Eng Sample: 100-000000545-40_Y	3692	831	eng sample: 100-000000545-40_y
650	Ryzen 5 6600HS Creator Edition	3686	767	ryzen 5 6600hs creator edition
651	Radeon Pro 560X	3678	711	radeon pro 560x
652	Ryzen 5 6600H with Radeon Graphics	3674	668	ryzen 5 6600h
653	T400	3652	585	t400
654	Ryzen 5 PRO 6650U with Radeon Graphics	3630	717	ryzen 5 pro 6650u
655	T500	3625	293	t500
656	Radeon RX 560	3621	505	radeon rx 560
657	Radeon RX 560	3621	505	asus radeon rx 560
658	Radeon RX 560	3621	505	radeon rx 560 xt
659	Radeon RX 560	3621	505	radeon rx560
660	Radeon RX 560	3621	505	radeonrx560
661	Quadro P620	3607	566	quadro p620
662	Quadro P620	3607	566	quadrop620
663	NVIDIA A40-8Q	3596	75	a40-8q
664	GRID RTX8000-2Q	3574	86	grid rtx8000-2q
665	GeForce GTX 680M KY_Bullet Edition	3569	581	geforce gtx 680m ky_bullet edition
666	GRID M6-8Q	3568	556	grid m6-8q
667	T400 4GB	3531	625	t400 4gb
668	Quadro K2200	3530	536	quadro k2200
669	Quadro K2200	3530	536	quadrok2200
670	Radeon RX Vega M GL	3519	505	radeon rx vega m gl
671	Tesla C2050	3515	493	tesla c2050
672	Quadro M2000M	3514	342	quadro m2000m
673	Quadro 7000	3505	397	quadro 7000
674	Tesla M10	3490	522	tesla m10
675	Radeon Ryzen 5 6600U	3480	723	radeon ryzen 5 6600u
676	Radeon Pro 560	3475	724	radeon pro 560
677	Radeon Pro 560	3475	724	radeonpro560
678	Radeon Pro 460	3453	679	radeon pro 460
679	GRID T4-2Q	3451	73	grid t4-2q
680	Quadro K2200M	3441	375	quadro k2200m
681	Tesla C2050 / C2070	3428	568	tesla c2050 / c2070
682	GeForce GTX 870M	3416	284	geforce gtx 870m
683	GeForce GTX 870M	3416	284	geforcegtx870m
684	GeForce GTX 960M	3400	246	geforce gtx 960m
685	Radeon R9 M470X	3400	552	radeon r9 m470x
686	GeForce GTX 960M	3400	246	geforcegtx960m
687	GRID K520	3399	174	grid k520
688	Radeon HD8970M	3369	663	radeon hd8970m
689	Radeon E8870PCIe	3368	708	radeon e8870pcie
690	GeForce GTX 750	3364	486	geforce gtx 750
691	GeForce GTX 750	3364	486	geforcegtx750
692	GRID P40-2B	3354	633	grid p40-2b
693	GRID M10-1Q	3351	556	grid m10-1q
694	GeForce GTX 590	3341	394	geforce gtx 590
695	GeForce GTX 650 Ti BOOST	3333	451	geforce gtx 650 ti boost
696	GeForce GTX 650 Ti BOOST	3333	451	geforcegtx650tiboost
697	Quadro M1200	3278	313	quadro m1200
698	Radeon R9 M290X	3267	429	radeon r9 m290x
699	Radeon R9 M290X	3267	429	radeon r9 m290
700	Radeon R9 M290X	3267	429	radeonr9m290
701	GRID T4-4Q	3260	83	grid t4-4q
702	GeForce 770M	3246	500	geforce 770m
703	Quadro P600	3246	476	quadro p600
704	Eng Sample: 100-000000534-40_Y	3237	732	eng sample: 100-000000534-40_y
705	Ryzen 5 6600U with Radeon Graphics	3233	754	ryzen 5 6600u
706	GRID M10-4Q	3224	486	grid m10-4q
707	Radeon R9 M485X	3204	492	radeon r9 m485x
708	Radeon R9 260	3182	586	radeon r9 260
709	Radeon RX 560X	3181	487	radeon rx 560x
710	Radeon RX 560X	3181	487	rx 560x
711	Radeon RX 560X	3181	487	radeon rx 560x~radeon rx 560
712	Radeon RX 560X	3181	487	radeonpro560x
713	GeForce GTX 680M	3167	339	geforce gtx 680m
714	FirePro V7000	3162	668	firepro v7000
715	FirePro W7170M	3162	418	firepro w7170m
716	Radeon Pro 555	3141	659	radeon pro 555
717	Radeon Pro 555	3141	659	radeon pro 555x
718	Radeon Pro 555	3141	659	radeonpro555
719	Radeon Pro 555	3141	659	radeonpro555x
720	Radeon R7 260X	3131	508	radeon r7 260x
721	Radeon R7 260X	3131	508	asus r7 260x
722	Tesla C2075	3118	589	tesla c2075
723	Radeon Pro 455	3113	705	radeon pro 455
724	Tesla C2070	3101	494	tesla c2070
725	Intel G35 Express	3090	384	intel g35 express
726	Radeon HD 7790	3090	459	radeon hd 7790
727	Radeon HD 7790	3090	459	asus hd7790
728	Quadro K5100M	3080	388	quadro k5100m
729	GeForce GTX 470	3056	379	geforce gtx 470
730	Radeon R7 360	3047	503	radeon r7 360
731	Radeon R7 360	3047	503	asus r7 360
732	Radeon R7 360	3047	503	radeonr7360
733	EIZO MED-X5000	3038	405	eizo med-x5000
734	Radeon R9 360	3032	460	radeon r9 360
735	Radeon R9 360	3032	460	radeon r9 360~rx 455
736	Radeon R9 360	3032	460	radeonr9360
737	GeForce GTX 560 Ti	3028	424	geforce gtx 560 ti
738	GeForce GTX 860M	3028	227	geforce gtx 860m
739	GeForce GTX 860M	3028	227	geforcegtx860m
740	Radeon R9 M390X	3021	507	radeon r9 m390x
741	Radeon R9 M390X	3021	507	radeon r9 m390
742	Radeon R9 M390X	3021	507	radeonr9m390
743	Radeon HD 6990	3013	630	radeon hd 6990
744	Radeon HD 6990	3013	630	asus eah6990
745	FirePro W5100	2956	541	firepro w5100
746	NVS 310	2955	177	nvs 310
747	GRID K260Q	2949	361	grid k260q
748	FirePro W5000	2947	571	firepro w5000
749	Quadro M1000M	2947	329	quadro m1000m
750	Tesla K20Xm	2918	172	tesla k20xm
751	Ryzen 9 5900HX with Radeon Graphics	2907	765	ryzen 9 5900hx
752	Radeon R7 260	2892	559	radeon r7 260
753	Radeon R9 M380	2891	601	radeon r9 m380
754	Radeon R9 M380	2891	601	radeonr9m380
755	Ryzen 7 PRO 4700G with Radeon Graphics	2880	712	ryzen 7 pro 4700g
756	Eng Sample: 100-000000261-50_Y	2860	865	eng sample: 100-000000261-50_y
757	Radeon Pro V340 MxGPU	2853	118	radeon pro v340 mx
758	Quadro K1200	2850	559	quadro k1200
759	Quadro K1200	2850	559	quadrok1200
760	GeForce MX350	2841	244	geforce mx350
761	GRID K280Q	2840	371	grid k280q
762	Radeon HD 6970	2827	425	radeon hd 6970
763	Radeon HD 6970	2827	425	asus eah6970
764	FirePro 3D V9800	2812	556	firepro 3d v9800
765	GeForce GTX 770M	2800	343	geforce gtx 770m
766	Quadro M620	2788	413	quadro m620
767	Ryzen 7 5800H with Radeon Graphics	2782	773	ryzen 7 5800h
768	FirePro W4300	2777	646	firepro w4300
769	Ryzen 7 5700G with Radeon Graphics	2767	836	ryzen 7 5700g
770	Radeon Eng Sample: 100-000000300-40_Y	2762	780	radeon eng sample: 100-000000300-40_y
771	Radeon Ryzen 9 5900H	2755	837	radeon ryzen 9 5900h
772	Radeon Ryzen 9 5980HS	2749	751	radeon ryzen 9 5980hs
773	Quadro K5000M	2739	352	quadro k5000m
774	GRID K2	2737	319	grid k2
775	FirePro S7150	2727	465	firepro s7150
776	FirePro V9800	2727	655	firepro v9800
777	Radeon Pro 450	2723	619	radeon pro 450
778	Radeon Ryzen 5 6600H	2716	768	radeon ryzen 5 6600h
779	Ryzen 7 5700GE with Radeon Graphics	2716	879	ryzen 7 5700ge
780	Intel Iris Xe	2715	339	intel iris xe
781	Ryzen 9 4900H with Radeon Graphics	2714	691	ryzen 9 4900h
782	GeForce GTX 560	2708	420	geforce gtx 560
783	Radeon RX 550	2707	481	radeon rx 550
784	Radeon RX 550	2707	481	asus radeon rx 550
785	Radeon RX 550	2707	481	radeon rx550
786	Radeon RX 550	2707	481	radeon rx550/550
787	Radeon RX 550	2707	481	radeon550
788	Radeon RX 550	2707	481	radeonrx550
789	Quadro K4100M	2706	330	quadro k4100m
790	GRID T4-1Q	2703	84	grid t4-1q
791	Barco MXRT 5500	2702	510	barco mxrt 5500
792	Quadro 6000	2697	447	quadro 6000
793	Quadro K4000	2689	415	quadro k4000
794	GeForce GTX 465	2684	466	geforce gtx 465
795	Ryzen 7 Pro 4750G with Radeon Graphics	2682	702	ryzen 7 pro 4750g
796	Radeon Ryzen 7 5800HS	2676	796	radeon ryzen 7 5800hs
797	FirePro M6100 FireGL V	2656	519	firepro m6100 firegl v
798	GRID M10-2Q	2654	75	grid m10-2q
799	FirePro R5000	2647	625	firepro r5000
800	GRID P6-4A	2639	42	grid p6-4a
801	MONSTER GeForce GTX 675M	2637	686	monster geforce gtx 675m
802	Radeon HD 6950	2637	430	radeon hd 6950
803	Radeon HD 6950	2637	430	asus eah6950
804	Radeon Ryzen 7 5800H	2618	720	radeon ryzen 7 5800h
805	Radeon Ryzen 7 PRO 4750G	2612	705	radeon ryzen 7 pro 4750g
806	Ryzen 7 PRO 5750GE with Radeon Graphics	2608	828	ryzen 7 pro 5750ge
807	GRID M10-8Q	2606	557	grid m10-8q
808	Ryzen 5 5600GE with Radeon Graphics	2602	886	ryzen 5 5600ge
809	GRID T4-2B	2601	62	grid t4-2b
810	GeForce GTX 950M	2598	217	geforce gtx 950m
811	GeForce GTX 950M	2598	217	geforcegtx950m
812	Radeon Ryzen 7 5825U	2584	620	radeon ryzen 7 5825u
813	Radeon Ryzen 7 4700GE	2579	729	radeon ryzen 7 4700ge
814	Ryzen 5 5600G with Radeon Graphics	2577	801	ryzen 5 5600g
815	Radeon Ryzen 9 4900H	2572	672	radeon ryzen 9 4900h
816	Custom GPU 0405	2567	409	custom 0405
817	Radeon Ryzen 7 4700G	2564	725	radeon ryzen 7 4700g
818	GeForce GTX 850M	2561	224	geforce gtx 850m
819	GeForce GTX 850M	2561	224	geforce gtx850m
820	GeForce GTX 850M	2561	224	geforcegtx850m
821	Ryzen 7 PRO 4750GE with Radeon Graphics	2550	683	ryzen 7 pro 4750ge
822	GRID K240Q	2541	212	grid k240q
823	P106-090	2538	111	p106-090
824	GeForce GTX 650 Ti	2536	399	geforce gtx 650 ti
825	GeForce GTX 650 Ti	2536	399	geforcegtx650ti
826	Radeon HD 6850 X2	2534	373	radeon hd 6850 x2
827	Ryzen 9 5980HS with Radeon Graphics	2534	830	ryzen 9 5980hs
828	Radeon HD 6850 X2	2534	373	radeon hd 6800 ~6850 x2
829	FireStream 9370	2528	763	firestream 9370
830	N18E-Q1	2525	547	n18e-q1
831	Radeon Pro WX 3100	2524	443	radeon pro wx 3100
832	GeForce GT 1030	2510	448	geforce gt 1030
833	GeForce GT 1030	2510	448	geforcegt1030
834	GeForce MX330	2505	231	geforce mx330
835	Ryzen 5 PRO 5650G with Radeon Graphics	2505	865	ryzen 5 pro 5650g
836	GeForce GTX 950A	2499	272	geforce gtx 950a
837	Ryzen 7 4700GE with Radeon Graphics	2496	761	ryzen 7 4700ge
838	GeForce MX250	2484	246	geforce mx250
839	GeForce MX250	2484	246	geforcemx250
840	Radeon Pro WX 3200	2473	472	radeon pro wx 3200
841	Radeon Pro WX 3200	2473	472	radeon pro wx3200
842	Ryzen 5 PRO 5650GE with Radeon Graphics	2471	858	ryzen 5 pro 5650ge
843	Barco MXRT 5600	2466	644	barco mxrt 5600
844	Radeon Eng Sample: 100-000000146-40_42/35_Y	2464	730	radeon eng sample: 100-000000146-40_42/35_y
845	Radeon Ryzen 5 5600H	2453	673	radeon ryzen 5 5600h
846	Ryzen 7 PRO 5750G with Radeon Graphics	2453	853	ryzen 7 pro 5750g
847	FirePro 3D V8800	2438	632	firepro 3d v8800
848	Intel UHD Graphics P630	2435	330	intel uhd p630
849	Radeon Eng Sample: 100-000000262-30_Y	2416	785	radeon eng sample: 100-000000262-30_y
850	GeForce GTX 960A	2411	631	geforce gtx 960a
851	Radeon RX Vega 11 PRD	2402	601	radeon rx vega 11 prd
852	Ryzen 7 5800U with Radeon Graphics	2388	706	ryzen 7 5800u
853	Radeon RX 550X	2371	472	radeon rx 550x
854	Ryzen 5 Pro 4650G with Radeon Graphics	2371	681	ryzen 5 pro 4650g
855	Radeon RX 550X	2371	472	radeon rx550x
856	Radeon RX Vega 11 Ryzen 5 3400G	2365	546	radeon rx vega 11 ryzen 5 3400g
857	GeForce GTX 485M	2360	479	geforce gtx 485m
858	Radeon Ryzen 7 5800U	2353	681	radeon ryzen 7 5800u
859	Ryzen 3 PRO 5350GE with Radeon Graphics	2351	816	ryzen 3 pro 5350ge
860	Ryzen 5 4600G with Radeon Graphics	2346	652	ryzen 5 4600g
861	Ryzen 7 4800U with Radeon Graphics	2344	570	ryzen 7 4800u
862	Radeon Ryzen 5 PRO 5650GE	2343	787	radeon ryzen 5 pro 5650ge
863	GeForce GTX 675MX	2338	377	geforce gtx 675mx
864	GeForce GTX 675MX	2338	377	geforcegtx675mx
865	GRID M10-2B	2333	201	grid m10-2b
866	Ryzen 5 5600H with Radeon Graphics	2333	713	ryzen 5 5600h
867	Radeon R9 M470	2331	307	radeon r9 m470
868	Intel UHD Graphics 770	2326	462	intel uhd 770
869	Ryzen 3 4300GE with Radeon Graphics	2316	685	ryzen 3 4300ge
870	Ryzen 5 4600H with Radeon Graphics	2314	575	ryzen 5 4600h
871	GRID M10-1B	2310	417	grid m10-1b
872	Ryzen 5 PRO 4400G with Radeon Graphics	2306	599	ryzen 5 pro 4400g
873	FirePro V7900	2305	336	firepro v7900
874	Radeon Ryzen 7 5700U	2304	508	radeon ryzen 7 5700u
875	Ryzen 3 PRO 5350G with Radeon Graphics	2301	797	ryzen 3 pro 5350g
876	Ryzen 7 PRO 5850U with Radeon Graphics	2301	677	ryzen 7 pro 5850u
877	Radeon Ryzen 7 Microsoft Surface Edition	2298	530	radeon ryzen 7 microsoft surface edition
878	GeForce MX150	2292	216	geforce mx150
879	Quadro K3100M	2292	332	quadro k3100m
880	GeForce MX150	2292	216	geforcemx150
881	Radeon Ryzen 7 4800U	2277	582	radeon ryzen 7 4800u
882	Radeon HD 5970	2271	395	radeon hd 5970
883	Radeon HD 6970M	2270	656	radeon hd 6970m
884	Radeon Pro WX 4150	2270	437	radeon pro wx 4150
885	Radeon HD 6970M	2270	656	radeon? hd 6970m extreme-pro
886	Radeon HD 6970M	2270	656	radeonhd6970m
887	Radeon R7 250X	2269	637	radeon r7 250x
888	Radeon R7 250X	2269	637	asus r7 250x
889	Radeon HD 5870	2264	402	radeon hd 5870
890	Radeon HD 5870	2264	402	asus eah5870
891	GeForce GTX 460	2257	381	geforce gtx 460
892	GeForce GTX 460	2257	381	geforcegtx460
893	Radeon HD 8950	2249	373	radeon hd 8950
894	Ryzen 3 5300GE with Radeon Graphics	2248	814	ryzen 3 5300ge
895	Ryzen 7 5700U with Radeon Graphics	2248	569	ryzen 7 5700u
896	Quadro K620	2245	470	quadro k620
897	Quadro K620	2245	470	quadrok620
898	FirePro V8800	2223	471	firepro v8800
899	GRID P100-1B	2223	544	grid p100-1b
900	Radeon HD 6870	2215	394	radeon hd 6870
901	Radeon HD 6870	2215	394	asus eah6870
902	Ryzen 7 Extreme Edition	2189	552	ryzen 7 extreme edition
903	Ryzen 5 5600U with Radeon Graphics	2188	656	ryzen 5 5600u
904	Radeon Ryzen 7 PRO 4750GE	2187	646	radeon ryzen 7 pro 4750ge
